precision,recall,f1-score,support
0.6493506493506493,1.0,0.7874015748031497,100.0
0.0,0.0,0.0,54.0
0.6493506493506493,0.6493506493506493,0.6493506493506493,0.6493506493506493
0.3246753246753247,0.5,0.3937007874015748,154.0
0.4216562658121099,0.6493506493506493,0.5112997238981491,154.0
